"CaseNo","SegID","MilePost","Month","Day","Time","Weekday","Impact","Weather","SurfCond","Light","Severity","Fire"
"2002024642",1244,165.22,"08","20","1105","2","A2","2","1","1",1,"0"
"2002024652",131,16.60,"08","27","1027","2","A2","1","1","1",1,"0"
"2002024653",1227,164.06,"08","16","2340","5","A1","0","1","9",1,"0"
"2002024654",3674,295.66,"08","22","1610","4","D2","1","1","1",7,"0"
"2002024670",1115,155.65,"08","21","1622","3","DB","1","1","1",7,"0"
"2002024676",558,83.33,"08","24","1035","6","A2","1","1","1",1,"0"
"2002024680",374,55.61,"08","25","1941","7","A2","2","1","6",7,"0"
"2002024683",2340,8.02,"08","15","1801","4","D3","1","1","1",1,"0"
"2002024685",1356,173.88,"08","24","0051","6","A3","1","1","4",1,"0"
"2002024689",678,106.39,"08","15","1635","4","D4","1","1","1",1,"0"
"2002024692",467,72.90,"08","02","1451","5","A2","1","1","1",6,"0"
"2002024705",1442,181.11,"08","05","0950","1","D3","1","1","1",1,"0"
"2002024706",1822,227.83,"08","30","1423","5","A2","1","1","1",1,"0"
"2002024707",2265,4.41,"08","16","1925","5","D2","1","1","7",1,"0"
"2002024715",1590,195.37,"08","18","1545","7","A3","1","1","1",7,"0"
"2002024723",1589,195.06,"12","04","2207","3","D1","2","1","6",,"1"
"2002024734",1422,179.79,"08","06","1715","2","D1","1","1","1",6,"0"
"2002024741",1564,193.36,"08","02","2130","5","A2","1","1","4",1,"0"
"2002024743",1480,185.03,"08","09","1659","5","A4","1","1","1",1,"0"
"2002024746",1538,191.86,"08","10","1103","6","A2","1","1","1",7,"0"
"2002024758",1449,181.78,"08","23","1327","5","D2","1","1","1",7,"0"
"2002024765",1634,201.52,"08","13","1340","2","A2","1","1","1",1,"0"
"2002024771",1541,192.21,"08","03","1400","6","A3","1","1","1",1,"0"
"2002024781",849,129.61,"08","10","1738","6","A4","1","1","1",1,"0"
"2002024783",1337,171.89,"08","22","2304","4","A3","1","1","4",1,"0"
"2002024795",989,145.98,"08","22","1918","4","D4","1","1","1",1,"0"
"2002024803",1303,169.10,"08","02","1540","5","A2","1","1","1",1,"0"
"2002024811",990,146.18,"08","22","2249","4","A1","1","1","6",7,"0"
"2002024818",780,118.73,"08","23","1650","5","A3","1","1","1",7,"0"
"2002024825",1215,163.18,"08","22","1613","4","A1","1","1","1",7,"0"
"2002024827",1154,158.27,"08","22","1158","4","A1","1","1","1",1,"0"
"2002024859",863,132.07,"08","26","1155","1","A2","1","1","1",1,"0"
"2002024867",855,130.74,"08","29","1347","4","A1","1","1","1",7,"0"
"2002024873",1531,190.36,"08","06","0806","2","D3","2","1","1",1,"0"
"2002024900",1319,170.30,"08","14","1625","3","A1","1","1","1",1,"0"
"2002024903",855,130.45,"08","31","1310","6","A4","1","1","1",7,"0"
"2002024913",835,127.55,"08","17","1428","6","A4","1","1","1",7,"0"
"2002024923",1071,153.34,"08","22","0619","4","A3","1","1","1",1,"0"
"2002024930",874,132.89,"08","18","1545","7","A1","1","1","1",7,"0"
"2002024940",1346,172.55,"08","16","1634","5","D3","1","1","1",1,"0"
"2002024941",1388,176.86,"08","30","1514","5","A3","1","1","1",7,"0"
"2002024945",1207,162.72,"08","07","0840","3","A5","1","1","1",1,"0"
"2002024949",675,106.02,"08","01","1708","4","D3","1","1","1",1,"0"
"2002024967",1041,150.86,"08","23","1420","5","A2","1","1","1",1,"0"
"2002024980",901,135.16,"08","17","1335","6","D3","1","1","1",7,"0"
"2002024984",1283,167.05,"08","16","1114","5","A3","1","1","1",1,"0"
"2002025000",829,125.93,"08","17","1155","6","A2","1","1","1",1,"0"
"2002025001",1328,171.22,"08","16","1252","5","D1","1","1","1",1,"0"
"2002025008",817,124.00,"08","16","1530","5","D3","1","1","1",7,"0"
"2002025012",1246,165.30,"08","17","1454","6","A2","1","1","1",1,"0"
"2002025013",908,135.48,"08","23","0805","5","A4","1","1","1",7,"0"
"2002025021",29,1.90,"08","09","1515","5","D4","1","1","1",7,"0"
"2002025032",1356,173.88,"08","15","2324","4","A1","1","1","4",1,"0"
"2002025037",1363,174.74,"08","19","0721","1","D1","1","1","1",1,"0"
"2002025049",1201,162.44,"08","14","1120","3","A4","1","1","1",7,"0"
"2002025050",4059,26.83,"08","06","2222","2","A1","1","1","1",1,"0"
"2002025055",1309,169.52,"08","13","1156","2","D4","1","1","1",7,"0"
"2002025063",390,59.98,"08","02","1410","5","A2","1","1","1",1,"0"
"2002025083",1538,191.96,"08","15","1745","4","A3","1","1","1",1,"0"
"2002025085",1126,156.07,"08","19","2205","1","D4","2","1","6",1,"0"
"2002025090",4059,26.93,"08","12","0645","1","D2","1","1","2",1,"0"
"2002025101",4004,22.59,"08","07","0630","3","D3","1","1","1",7,"0"
"2002025102",1589,194.87,"08","20","0710","2","D3","2","1","1",1,"0"
"2002025117",1481,185.60,"08","12","1553","1","A1","1","1","1",1,"0"
"2002025147",4004,22.49,"08","15","1600","4","A1","1","1","1",1,"0"
"2002025148",1540,192.13,"08","11","1619","7","A1","1","1","1",1,"0"
"2002025160",726,113.40,"08","25","1815","7","A3","1","1","3",7,"0"
"2002025173",3803,8.44,"08","29","1720","4","D1","1","1","1",1,"0"
"2002025184",3881,13.93,"08","23","1224","5","D3","1","1","1",7,"0"
"2002025190",768,118.04,"08","01","1738","4","A3","1","1","1",1,"0"
"2002025191",3788,6.53,"08","26","0730","1","A2","1","1","1",7,"0"
"2002025199",3868,13.20,"08","16","1235","5","D1","1","1","1",7,"0"
"2002025213",1321,170.56,"08","04","1150","7","A2","1","1","1",1,"0"
"2002025224",3875,13.79,"08","30","1259","5","D3","1","1","1",1,"0"
"2002025230",1071,153.31,"08","20","1543","2","D5","1","1","1",1,"0"
"2002025267",1546,192.37,"08","18","1205","7","A1","1","1","1",6,"0"
"2002025276",4144,5.21,"08","14","1940","3","D3","1","1","1",1,"0"
"2002025310",4254,10.93,"08","17","1735","6","A1","1","1","1",6,"0"
"2002025312",1041,150.59,"09","14","1700","6","D2","1","1","1",1,"0"
"2002025318",1007,147.02,"09","14","2248","6","A2","1","1","5",1,"0"
"2002025319",1159,159.05,"09","14","1822","6","D3","1","1","1",1,"0"
"2002025329",4278,11.91,"08","22","0734","4","D2","1","1","1",7,"0"
"2002025334",972,143.79,"09","24","1604","2","D4","1","1","1",1,"0"
"2002025349",4169,6.27,"08","06","1726","2","D2","1","1","1",7,"0"
"2002025355",4106,0.89,"08","05","1737","1","A2","1","1","1",1,"0"
"2002025358",4105,0.84,"08","05","1542","1","D1","1","1","1",1,"0"
"2002025365",4120,3.59,"08","20","1811","2","D2","1","1","1",1,"0"
"2002025368",4120,3.59,"08","22","2235","4","D2","1","1","6",1,"0"
"2002025372",1309,169.52,"09","27","1513","5","D4","1","1","1",1,"0"
"2002025375",1349,172.95,"09","27","1432","5","D4","1","1","1",1,"0"
"2002025379",4107,0.99,"08","16","0832","5","A1","1","1","1",7,"0"
"2002025383",1283,167.12,"09","23","1645","1","D3","1","1","1",1,"0"
"2002025393",4114,1.50,"08","27","1800","2","A2","1","1","1",7,"0"
"2002025398",4193,7.07,"08","30","1147","5","D1","1","1","1",1,"0"
"2002025410",1616,199.31,"08","25","1650","7","D3","1","1","1",7,"0"
"2002025428",3843,11.37,"08","21","1635","3","D1","1","1","1",0,"0"
"2002025447",1278,166.55,"08","04","1437","7","A3","1","1","1",7,"0"
"2002025533",962,142.20,"09","19","1720","4","D4","2","1","1",6,"0"
"2002025544",3827,10.44,"08","02","1416","5","D2","1","1","1",1,"0"
"2002025546",4117,2.20,"09","21","1600","6","D1","1","1","1",7,"0"
"2002025550",4096,0.20,"09","08","1235","7","D2","3","2","1",7,"0"
"2002025553",3857,12.74,"08","12","1146","1","A1","1","1","1",1,"0"
"2002025566",665,104.96,"09","12","0800","4","D4","1","1","1",1,"0"
"2002025570",970,143.14,"09","16","0800","1","A4","3","2","1",1,"0"
"2002025573",1300,168.71,"09","02","1804","1","D4","3","2","1",1,"0"
"2002025574",1006,146.98,"09","16","1249","1","D3","3","2","1",1,"0"
"2002025580",1347,172.76,"09","13","1317","5","D5","1","1","1",7,"0"
"2002025581",4105,0.84,"09","18","1750","3","A2","1","1","1",1,"0"
"2002025585",4117,3.01,"09","13","0818","5","A2","1","1","1",7,"0"
"2002025593",3875,13.79,"08","09","1201","5","A1","1","1","1",1,"0"
"2002025595",1850,230.22,"09","12","1600","4","D3","1","1","1",1,"0"
"2002025596",1019,149.12,"09","18","0608","3","A4","1","1","2",1,"0"
"2002025600",1015,148.53,"09","19","0640","4","A4","1","1","1",1,"0"
"2002025603",3721,1.63,"08","05","1235","1","D1","1","1","1",1,"0"
"2002025606",895,134.95,"09","17","1550","2","A1","1","1","1",1,"0"
"2002025609",876,133.04,"09","19","1708","4","DA","1","1","1",7,"0"
"2002025612",4208,7.52,"09","30","0631","1","A2","1","1","2",1,"0"
"2002025613",834,127.44,"09","12","1545","4","A1","1","1","1",7,"0"
"2002025618",813,123.74,"09","16","0550","1","D2","3","2","4",1,"0"
"2002025622",4148,5.27,"09","18","0840","3","D3","1","1","1",1,"0"
"2002025623",496,77.06,"09","06","1503","5","D2","1","1","1",1,"0"
"2002025625",1319,170.26,"09","01","1101","7","D3","2","1","1",1,"0"
"2002025626",4196,7.14,"09","08","2245","7","A2","1","1","4",1,"0"
"2002025636",882,133.65,"09","21","1600","6","A3","1","1","1",1,"0"
"2002025642",1163,159.95,"09","04","1145","3","A4","1","1","1",1,"0"
"2002025647",890,134.20,"08","18","1210","7","A4","1","1","1",1,"0"
"2002025652",47,3.38,"09","20","1315","5","A2","1","1","1",1,"0"
"2002025654",1183,161.50,"09","01","2208","7","A1","1","1","5",7,"0"
"2002025664",1281,166.92,"09","25","1441","3","D2","1","1","1",7,"0"
"2002025669",832,127.16,"09","06","1622","5","A1","1","1","1",7,"0"
"2002025676",1473,183.74,"09","19","2016","4","A3","2","1","6",1,"0"
"2002025681",1299,168.42,"09","25","0914","3","D4","1","1","1",1,"0"
"2002025682",1564,193.34,"09","19","0613","4","D3","2","1","2",7,"0"
"2002025687",1481,185.74,"09","13","1900","5","A1","1","1","3",1,"0"
"2002025690",927,137.86,"09","10","0655","2","A4","1","1","1",7,"0"
"2002025705",1190,161.87,"09","11","1440","3","A2","1","1","1",1,"0"
"2002025706",3900,14.73,"08","23","1420","5","D1","1","1","1",1,"0"
"2002025708",1361,174.44,"09","11","1529","3","A4","1","1","1",7,"0"
"2002025711",1198,162.36,"09","12","1005","4","A1","1","1","1",1,"0"
"2002025723",3726,2.20,"08","27","1545","2","A1","1","1","1",7,"0"
"2002025724",3712,1.13,"08","18","1552","7","A1","1","1","1",1,"0"
"2002025726",3876,13.81,"08","30","1259","5","D3","1","1","1",1,"0"
"2002025795",1361,174.56,"08","18","2313","7","A2","1","1","4",1,"0"
"2002025801",913,135.96,"09","19","1635","4","D1","2","1","1",1,"0"
"2002025813",1018,148.97,"09","08","1541","7","D4","3","2","1",1,"0"
"2002025818",1191,161.88,"09","27","1424","5","A4","1","1","1",7,"0"
"2002025830",1319,170.26,"09","27","1304","5","D4","1","1","1",1,"0"
"2002025847",990,146.24,"09","20","2200","5","A5","1","1","6",7,"0"
"2002025864",652,103.94,"09","20","1015","5","D1","1","1","1",1,"0"
"2002025865",876,133.03,"09","27","1715","5","DA","1","1","1",1,"0"
"2002025867",30,1.95,"09","12","0630","4","D3","1","1","1",1,"0"
"2002025887",733,114.55,"09","06","1820","5","D3","2","2","2",7,"0"
"2002025893",1311,169.88,"09","10","0745","2","D2","1","1","1",1,"0"
"2002025899",681,106.97,"09","05","1854","4","D4","3","2","3",1,"0"
"2002025936",862,131.87,"09","06","2000","5","A2","1","2","4",1,"0"
"2002025961",834,127.50,"09","04","1718","3","A1","1","1","1",7,"0"
"2002025972",881,133.56,"09","05","0630","4","A3","1","1","1",1,"0"
"2002026072",1591,196.07,"09","11","0638","3","D2","1","1","1",7,"0"
"2002026083",2055,255.13,"09","21","0905","6","A1","1","1","1",1,"0"
"2002026089",1263,165.91,"09","23","1351","1","D2","1","1","1",1,"0"
"2002026091",1597,198.37,"09","16","0525","1","D3","3","1","4",1,"0"
"2002026095",1396,177.76,"09","25","0550","3","D3","1","1","5",1,"0"
"2002026106",1198,162.37,"09","26","0648","4","A4","1","1","2",1,"0"
"2002026112",591,90.56,"09","19","1250","4","A1","1","1","1",7,"0"
"2002026116",665,104.97,"09","23","1613","1","D2","1","1","1",1,"0"
"2002026119",3712,1.13,"09","14","1823","6","A1","1","1","1",1,"0"
"2002026122",1632,200.96,"09","22","1140","7","A3","1","1","1",1,"0"
"2002026123",1283,167.09,"09","13","1738","5","D2","1","1","1",1,"0"
"2002026127",820,124.72,"09","20","1802","5","A1","1","1","1",1,"0"
"2002026129",1208,162.76,"09","13","0913","5","A4","1","1","1",7,"0"
"2002026130",1356,173.88,"09","19","1625","4","A4","1","1","1",1,"0"
"2002026133",710,110.47,"09","29","2213","7","D3","1","1","4",1,"0"
"2002026137",1182,161.45,"09","18","1046","3","A1","1","1","1",1,"0"
"2002026140",1375,175.81,"09","19","1748","4","A2","1","1","1",1,"0"
"2002026151",974,144.09,"09","27","0814","5","D1","1","1","1",1,"0"
"2002026153",749,116.37,"09","02","1430","1","A3","3","2","1",7,"0"
"2002026159",892,134.56,"09","08","1833","7","A4","1","2","3",1,"0"
"2002026170",1050,151.46,"09","18","1505","3","D1","1","1","1",7,"0"
"2002026173",1244,165.17,"09","20","1016","5","A2","1","1","1",7,"0"
"2002026181",850,129.75,"09","29","0215","7","D1","3","2","5",7,"0"
"2002026187",891,134.27,"09","25","0835","3","D1","1","1","1",0,"0"
"2002026189",862,131.81,"09","25","1449","3","A3","1","1","1",1,"0"
"2002026240",1028,149.44,"09","18","1947","3","D5","1","1","6",7,"0"
"2002026248",1248,165.36,"09","13","1057","5","A1","1","1","1",1,"0"
"2002026252",1281,166.74,"09","20","1105","5","A1","1","1","1",1,"0"
"2002026256",1281,166.88,"09","18","2130","3","D1","1","2","4",1,"0"
"2002026260",1305,169.24,"09","20","1852","5","D1","1","1","1",1,"0"
"2002026266",726,113.75,"09","19","0920","4","A3","1","1","1",7,"0"
"2002026282",954,141.53,"09","05","1936","4","A1","1","1","1",1,"0"
"2002026285",1335,171.69,"09","18","1543","3","A2","1","1","1",7,"0"
"2002026288",1299,168.43,"09","18","2054","3","D4","1","1","4",1,"0"
"2002026293",1207,162.71,"09","18","1524","3","A4","1","1","1",1,"0"
"2002026306",1281,166.76,"09","17","1501","2","D2","1","1","1",1,"0"
"2002026331",1657,204.27,"09","30","2028","1","A3","1","1","5",1,"0"
"2002026344",1225,163.95,"09","05","1315","4","A2","1","1","1",1,"0"
"2002026345",1194,162.05,"09","04","0850","3","A4","1","1","1",1,"0"
"2002026348",1310,169.76,"09","02","1557","1","D4","3","2","1",7,"0"
"2002026351",645,103.36,"09","12","0700","4","D3","1","1","1",1,"0"
"2002026353",1242,164.99,"09","27","1530","5","A4","1","1","1",7,"0"
"2002026357",1278,166.52,"09","27","1434","5","D4","1","1","1",7,"0"
"2002026365",1026,149.29,"09","09","1618","1","D3","1","1","1",7,"0"
"2002026366",1007,147.00,"09","17","1207","2","D2","1","1","1",7,"0"
"2002026378",846,129.16,"09","07","2110","6","A1","1","1","4",7,"0"
"2002026385",874,132.87,"09","16","0604","1","A1","3","2","2",7,"0"
"2002026392",1243,165.15,"09","27","1530","5","A4","1","1","1",1,"0"
"2002026395",3602,285.15,"09","13","1648","5","A3","1","1","1",1,"0"
"2002026397",563,83.45,"09","07","2215","6","A2","2","2","4",1,"0"
"2002026401",1488,186.48,"09","13","1833","5","A1","1","1","1",7,"0"
"2002026434",3618,287.21,"09","20","1820","5","A1","1","1","1",1,"0"
"2002026438",3770,4.93,"09","21","1450","6","D3","1","1","1",1,"0"
"2002026458",3604,285.18,"09","20","1620","5","A4","1","1","1",6,"0"
"2002026462",2743,75.69,"09","05","1635","4","A1","1","1","1",6,"0"
"2002026463",3570,283.11,"09","19","1638","4","A4","1","1","1",6,"0"
"2002026470",3596,284.46,"09","09","1743","1","A3","1","1","1",7,"0"
"2002026472",3850,12.17,"09","20","1825","5","D1","1","1","1",1,"0"
"2002026475",3621,287.35,"09","09","0755","1","D1","1","1","1",7,"0"
"2002026476",3722,1.93,"09","22","1806","7","A1","1","1","1",1,"0"
"2002026488",2361,9.63,"09","02","1725","1","D1","3","2","1",1,"0"
"2002026492",1242,165.07,"09","06","0820","5","D2","1","1","1",1,"0"
"2002026522",3869,13.22,"09","03","1720","2","D3","2","1","1",7,"0"
"2002026526",3140,194.39,"09","02","1115","1","A1","1","1","1",1,"0"
"2002026527",2252,2.23,"09","20","1624","5","D1","1","1","1",1,"0"
"2002026530",1325,170.88,"09","08","1332","7","D4","3","2","1",1,"0"
"2002026531",3897,14.64,"09","27","1612","5","D3","1","1","1",6,"0"
"2002026532",3712,1.13,"09","08","1645","7","A1","2","1","1",1,"0"
"2002026533",1332,171.55,"09","06","1200","5","D2","1","1","1",1,"0"
"2002026534",3594,284.43,"09","20","1611","5","A4","1","1","1",7,"0"
"2002026536",1247,165.34,"09","07","1040","6","A2","1","1","1",1,"0"
"2002026537",3709,0.93,"09","07","1853","6","A1","2","1","1",1,"0"
"2002026538",1337,171.91,"09","08","1247","7","D3","3","2","1",7,"0"
"2002026540",2404,14.89,"09","09","1328","1","A1","1","1","1",7,"0"
"2002026542",3932,16.99,"09","04","1640","3","A3","1","1","1",1,"0"
"2002026545",3709,0.93,"09","07","1630","6","A1","1","1","1",1,"0"
"2002026546",3827,10.45,"09","17","1447","2","D2","1","1","1",7,"0"
"2002026548",3717,1.54,"09","22","1538","7","A1","1","1","1",1,"0"
"2002026550",4051,26.07,"09","03","0910","2","D2","2","2","1",7,"0"
"2002026558",3875,13.78,"09","06","1345","5","A1","1","2","1",1,"0"
"2002026559",1019,149.13,"09","26","1709","4","D4","1","1","1",1,"0"
"2002026566",962,142.20,"09","20","1428","5","D4","1","1","1",1,"0"
"2002026569",2646,53.44,"09","15","1318","7","D2","1","1","1",1,"0"
"2002026580",3555,281.61,"09","11","0750","3","D1","1","1","1",1,"0"
"2002026585",3717,1.54,"09","22","1556","7","A1","1","1","1",1,"0"
"2002026588",3873,13.58,"09","24","0927","2","A1","1","1","1",1,"0"
"2002026591",4048,25.43,"09","25","1230","3","A1","1","1","1",6,"0"
"2002026596",3864,12.99,"09","07","1617","6","D1","1","1","1",1,"0"
"2002026597",3856,12.44,"09","07","1555","6","A2","1","1","1",1,"0"
"2002026601",2805,86.79,"09","15","0749","7","A1","1","1","1",1,"0"
"2002026603",3860,12.88,"09","05","1750","4","D3","1","1","1",1,"0"
"2002026604",3600,284.91,"09","13","1705","5","A4","1","1","1",1,"0"
"2002026606",1927,238.25,"09","04","1659","3","D1","2","1","1",1,"0"
"2002026614",3856,12.49,"09","13","1129","5","D1","1","1","1",1,"0"
"2002026615",1540,192.16,"09","07","1320","6","A3","1","1","1",7,"0"
"2002026616",3865,13.13,"09","12","1625","4","A4","1","1","1",6,"0"
"2002026621",1299,168.41,"09","10","0930","2","D1","1","1","1",1,"0"
"2002026622",2248,1.62,"09","13","1630","5","A3","1","1","1",1,"0"
"2002026631",3844,11.40,"09","26","1620","4","D3","1","1","1",7,"0"
"2002026640",4018,23.51,"09","27","1511","5","D2","1","1","1",1,"0"
"2002026641",4068,28.28,"09","26","0825","4","D2","1","1","1",1,"0"
"2002026647",3957,19.38,"09","23","0655","1","D3","1","1","1",7,"0"
"2002026670",3526,279.55,"09","30","1545","1","A2","2","1","1",1,"0"
"2002026679",2296,6.31,"09","27","1756","5","D3","1","1","1",1,"0"
"2002026795",862,131.66,"08","03","1300","6","A3","1","1","1",7,"0"
"2002026843",1275,166.46,"09","13","0915","5","D1","1","1","1",1,"0"
"2002026844",1233,164.50,"09","12","1820","4","D3","1","1","1",1,"0"
"2002026846",802,122.54,"09","18","1653","3","A3","1","1","1",1,"0"
"2002026847",1476,184.22,"09","19","1735","4","D1","3","2","1",7,"0"
"2002026851",1208,162.80,"09","29","0222","7","D4","3","2","4",7,"0"
"2002026858",1518,188.95,"09","25","1730","3","D4","1","1","1",1,"0"
"2002026859",1534,191.16,"09","25","1716","3","A4","1","1","1",7,"0"
"2002026862",950,140.34,"09","26","1605","4","D3","1","1","1",1,"0"
"2002026864",671,105.64,"09","20","1546","5","D2","1","1","1",1,"0"
"2002026865",862,131.69,"09","24","0706","2","A1","1","1","1",1,"0"
"2002026963",3158,197.82,"09","29","1520","7","A1","8","1","1",5,"0"
"2002026964",3600,285.01,"09","27","1603","5","A3","1","1","1",1,"0"
"2002026975",2474,23.67,"09","02","1742","1","D1","3","2","1",1,"0"
"2002026976",3514,278.93,"09","06","1150","5","A1","1","1","1",7,"0"
"2002026977",1404,178.13,"09","23","0905","1","D3","1","1","1",7,"0"
"2002027027",2345,8.44,"09","26","1035","4","D1","1","1","1",1,"0"
"2002027030",2993,156.90,"09","01","2115","7","D2","1","1","6",1,"0"
"2002027128",895,134.95,"06","03","0550","1","A4","1","1","1",7,"0"
"2002027130",3890,14.21,"06","06","0802","4","A1","3","2","1",7,"0"
"2002027133",1319,170.21,"07","23","0910","2","D3","1","1","1",1,"0"
"2002027137",1604,198.66,"07","08","1833","1","D2","3","2","1",7,"0"
"2002027138",1591,197.03,"07","10","0635","3","D2","1","1","1",1,"0"
"2002027150",1359,174.26,"06","15","1435","6","D4","1","1","1",1,"0"
"2002027155",1351,173.10,"07","28","0038","7","A2","1","1","4",1,"0"
"2002027157",970,143.14,"07","19","1935","5","D4","1","1","1",1,"0"
"2002027161",1776,223.40,"07","31","0943","3","A2","1","1","1",1,"0"
"2002027164",1303,169.16,"07","29","2118","1","D4","1","1","4",1,"0"
"2002027178",4001,22.39,"07","12","0720","5","D1","1","1","1",7,"0"
"2002027199",4067,27.73,"07","21","1815","7","D1","1","1","1",6,"0"
"2002027204",3957,18.98,"07","17","1435","3","A1","1","1","1",7,"0"
"2002027205",4043,24.94,"07","09","0739","2","D2","1","1","1",1,"0"
"2002027213",3802,8.37,"07","28","0310","7","A2","1","1","6",7,"0"
"2002027219",3730,2.32,"07","11","0719","4","A2","1","1","1",7,"0"
"2002027257",840,128.38,"08","16","1427","5","D4","1","1","1",1,"0"
"2002027260",813,123.74,"08","15","1645","4","D2","1","1","1",1,"0"
"2002027280",1524,189.55,"08","26","1640","1","A4","1","1","1",7,"0"
"2002027294",966,142.75,"08","01","1708","4","D4","1","1","1",1,"0"
"2002027346",2411,15.20,"09","01","0840","7","D1","2","1","1",1,"0"
"2002027347",2478,24.14,"09","02","1740","1","D1","3","2","1",1,"0"
"2002027349",2931,136.12,"09","12","1210","4","D2","1","1","1",1,"0"
"2002027520",1227,164.05,"07","23","1045","2","A4","1","1","1",1,"0"
"2002027521",1596,198.36,"07","05","0622","5","D3","1","1","1",1,"0"
"2002027522",1591,196.26,"07","04","1257","4","A2","2","1","1",7,"0"
"2002027529",888,134.13,"08","27","1725","2","A3","1","1","1",1,"0"
"2002027533",479,75.62,"08","03","1300","6","A2","1","1","1",1,"0"
"2002027538",1127,156.13,"08","09","1251","5","A1","1","1","1",1,"0"
"2002027543",688,107.83,"08","17","1606","6","A4","1","1","1",7,"0"
"2002027546",831,126.82,"08","16","1308","5","D4","1","1","1",7,"0"
"2002027547",908,135.43,"08","16","1630","5","D4","1","1","1",1,"0"
"2002027548",908,135.46,"08","10","1633","6","A4","1","1","1",1,"0"
"2002027549",855,130.71,"08","30","1646","5","A1","1","1","1",1,"0"
"2002027627",3933,17.19,"08","20","1620","2","A2","2","1","1",7,"0"
"2002027628",3857,12.56,"08","22","2146","4","A4","1","1","4",5,"1"
"2002027629",3929,16.58,"08","21","1846","3","A3","1","1","1",1,"0"
"2002027631",3934,17.28,"08","05","1732","1","A1","1","1","1",1,"0"
"2002027636",3722,1.83,"08","09","2315","5","A1","1","1","6",1,"0"
"2002027637",4032,24.09,"08","14","2227","3","A1","1","1","4",1,"0"
"2002027638",3933,17.19,"08","16","1720","5","A3","1","1","1",7,"0"
"2002027640",3873,13.53,"08","01","1505","4","A1","1","1","1",1,"0"
"2002027780",3777,5.27,"10","11","0625","5","A2","1","1","4",1,"1"
"2002027784",3876,13.82,"10","27","1830","7","A1","1","1","4",1,"0"
"2002027789",3825,10.37,"10","14","1535","1","D2","1","1","1",7,"0"
"2002027807",3950,18.06,"10","22","0755","2","D3","2","1","1",7,"0"
"2002027810",3705,0.81,"10","03","1230","4","D1","3","2","1",7,"0"
"2002027813",3715,1.22,"10","02","1310","3","A1","1","1","1",1,"0"
"2002027815",3889,14.19,"10","23","1824","3","D3","1","1","4",1,"0"
"2002027816",3968,19.99,"10","21","2031","1","A2","1","1","4",1,"0"
"2002027908",3845,11.55,"08","02","1230","5","A3","1","1","1",1,"0"
"2002027945",3879,13.86,"08","21","0910","3","A1","1","1","1",7,"0"
"2002027964",956,141.81,"10","03","0925","4","A4","3","2","1",7,"0"
"2002028005",2671,57.43,"07","20","0740","6","A1","1","1","1",1,"0"
"2002028032",2912,131.94,"07","15","2020","1","D1","1","1","1",1,"0"
"2002028049",3850,12.15,"08","02","1654","5","D3","1","1","1",1,"0"
"2002028050",2381,11.86,"07","23","0828","2","D3","1","1","1",1,"0"
"2002028054",1356,173.74,"10","08","1840","2","A2","1","1","4",7,"0"
"2002028076",2360,9.51,"07","11","1825","4","D1","1","1","1",1,"0"
"2002028099",3709,0.95,"08","10","1726","6","A1","1","1","1",7,"0"
"2002028131",3846,11.65,"08","20","1000","2","A1","2","1","1",1,"0"
"2002028134",3929,16.68,"08","01","1808","4","A3","1","1","1",1,"0"
"2002028140",3742,2.89,"08","21","1528","3","D2","1","1","1",1,"0"
"2002028141",3713,1.18,"08","09","1948","5","A1","1","1","3",1,"0"
"2002028170",1420,179.35,"10","03","0741","4","D1","3","2","1",1,"0"
"2002028171",1551,192.72,"10","03","1703","4","A1","2","2","1",1,"0"
"2002028174",1473,183.95,"10","03","0840","4","D3","3","2","1",1,"0"
"2002028176",1436,180.51,"10","03","0715","4","D4","3","2","2",6,"0"
"2002028177",1464,182.97,"09","23","0835","1","D2","1","1","1",7,"0"
"2002028180",1453,182.19,"09","23","0850","1","D1","1","1","1",1,"0"
"2002028186",1657,204.37,"09","21","2017","6","A1","1","1","3",6,"0"
"2002028214",3750,3.80,"08","01","1120","4","D1","1","1","1",1,"0"
"2002028215",3724,2.05,"08","08","0736","4","A1","1","1","1",1,"0"
"2002028248",3803,8.48,"08","07","1757","3","D2","1","1","1",1,"0"
"2002028322",3540,280.41,"07","07","2252","7","A2","1","1","4",1,"0"
"2002028374",1892,233.91,"09","03","1140","2","D2","1","1","1",1,"0"
"2002028391",3789,6.71,"08","13","1913","2","D2","1","1","1",7,"0"
"2002028402",2613,48.98,"07","20","1036","6","A1","1","1","1",7,"0"
"2002028437",3857,12.65,"08","17","1403","6","A3","1","1","1",7,"0"
"2002028439",3828,10.47,"08","19","1620","1","D2","1","1","1",1,"0"
"2002028441",3865,13.09,"08","27","1540","2","A2","1","1","1",1,"0"
"2002028446",1311,169.89,"10","04","1343","5","A2","1","1","1",7,"0"
"2002028513",3737,2.76,"07","08","1327","1","D1","1","1","1",1,"0"
"2002028515",3763,4.57,"08","02","1705","5","A2","1","1","1",7,"0"
"2002028516",3739,2.82,"08","26","1345","1","D1","1","1","1",7,"0"
"2002028565",889,134.17,"09","13","1730","5","A3","1","1","1",1,"0"
"2002028577",3985,21.12,"08","06","0752","2","D3","1","1","1",1,"0"
"2002028580",3857,12.74,"08","28","1530","3","A3","1","1","1",1,"0"
"2002028581",3958,19.49,"08","27","0656","2","D1","1","1","1",1,"0"
"2002028582",3958,19.50,"08","27","0656","2","D1","1","1","1",1,"0"
